Ngram,Frequency
"('colonial', 'life', 'note')",1
"('life', 'note', 'added')",1
"('uninsured', 'employers', 'fund')",1
"('employers', 'fund', 'state')",1
"('fund', 'state', 'of')",1
"('state', 'of', 'maryland')",1
"('ok', 'state', 'ag')",1
"('state', 'ag', 'econ')",1
"('ag', 'econ', 'at')",1
"('econ', 'at', 'osu')",1
"('at', 'osu', 'note')",1
"('osu', 'note', 'added')",1
"('ready', 'nc', 'nc')",1
"('nc', 'nc', 'department')",1
"('ready', 'pa', 'pennsylvania')",1
"('pa', 'pennsylvania', 'emergency')",1
"('pennsylvania', 'emergency', 'management')",1
"('washington', 'red', 'raspberry')",1
"('red', 'raspberry', 'commission')",1
"('raspberry', 'commission', 'note')",1
"('the', 'state', 'board')",1
"('board', 'of', 'refrigeration')",1
"('of', 'refrigeration', 'examiners')",1
"('refrigeration', 'examiners', 'note')",1
"('vocational', 'rehabilitation', 'florida')",1
"('rehabilitation', 'florida', 'department')",1
"('rhode', 'island', 'clean')",1
"('island', 'clean', 'water')",1
"('clean', 'water', 'finance')",1
"('water', 'finance', 'agency')",1
"('rhode', 'island', 'emissions')",1
"('island', 'emissions', 'and')",1
"('emissions', 'and', 'safety')",1
"('and', 'safety', 'testing')",1
"('safety', 'testing', 'note')",1
"('testing', 'note', 'added')",1
"('rhode', 'island', 'lottery')",1
"('island', 'lottery', 'note')",1
"('rhode', 'island', 'public')",1
"('island', 'public', 'utilities')",1
"('rhode', 'island', 'turnpike')",1
"('island', 'turnpike', 'and')",1
"('turnpike', 'and', 'bridge')",1
"('and', 'bridge', 'authority')",1
"('bridge', 'authority', 'note')",1
"('of', 'the', 'president')",1
"('the', 'president', 'republic')",1
"('president', 'republic', 'of')",1
"('republic', 'of', 'the')",1
"('of', 'the', 'marshall')",1
"('the', 'marshall', 'islands')",1
"('marshall', 'islands', 'note')",1
"('safemt', 'a', 'resource')",1
"('a', 'resource', 'of')",1
"('resource', 'of', 'the')",1
"('of', 'the', 'montana')",1
"('the', 'montana', 'state')",1
"('state', 'fund', 'for')",1
"('fund', 'for', 'safety')",1
"('for', 'safety', 'in')",1
"('safety', 'in', 'montanas')",1
"('in', 'montanas', 'workplaces')",1
"('montanas', 'workplaces', 'note')",1
"('workplaces', 'note', 'added')",1
"('nc', 'safe', 'haven')",1
"('safe', 'haven', 'law')",1
"('haven', 'law', 'abandoned')",1
"('law', 'abandoned', 'infant')",1
"('abandoned', 'infant', 'protection')",1
"('infant', 'protection', 'law')",1
"('protection', 'law', 'site')",1
"('law', 'site', 'note')",1
"('the', 'website', 'of')",1
"('the', 'virginia', 'center')",1
"('virginia', 'center', 'on')",1
"('center', 'on', 'aging')",1
"('on', 'aging', 'vcoa')",1
"('aging', 'vcoa', 'a')",1
"('vcoa', 'a', 'statewide')",1
"('a', 'statewide', 'agency')",1
"('statewide', 'agency', 'created')",1
"('agency', 'created', 'by')",1
"('by', 'the', 'virginia')",1
"('the', 'virginia', 'general')",1
"('virginia', 'general', 'assembly')",1
"('general', 'assembly', 'and')",1
"('assembly', 'and', 'housed')",1
"('and', 'housed', 'at')",1
"('housed', 'at', 'virginia')",1
"('at', 'virginia', 'commonwealth')",1
"('virginia', 'commonwealth', 'university')",1
"('commonwealth', 'university', 'in')",1
"('university', 'in', 'the')",1
"('in', 'the', 'school')",1
"('the', 'school', 'of')",1
"('school', 'of', 'allied')",1
"('of', 'allied', 'health')",1
"('allied', 'health', 'professions')",1
"('health', 'professions', 'vcoa')",1
"('professions', 'vcoa', 'works')",1
"('vcoa', 'works', 'to')",1
"('works', 'to', 'protect')",1
"('to', 'protect', 'and')",1
"('protect', 'and', 'improve')",1
"('and', 'improve', 'the')",1
"('improve', 'the', 'quality')",1
"('the', 'quality', 'of')",1
"('quality', 'of', 'life')",1
"('of', 'life', 'of')",1
"('life', 'of', 'older')",1
"('of', 'older', 'virginians')",1
"('older', 'virginians', 'so')",1
"('virginians', 'so', 'that')",1
"('so', 'that', 'they')",1
"('that', 'they', 'might')",1
"('they', 'might', 'remain')",1
"('might', 'remain', 'interdependent')",1
"('remain', 'interdependent', 'and')",1
"('interdependent', 'and', 'contributing')",1
"('and', 'contributing', 'members')",1
"('contributing', 'members', 'to')",1
"('members', 'to', 'life')",1
"('to', 'life', 'in')",1
"('life', 'in', 'virginia')",1
"('in', 'virginia', 'note')",1
"('santee', 'cooper', 'also')",1
"('cooper', 'also', 'known')",1
"('also', 'known', 'officially')",1
"('known', 'officially', 'from')",1
"('officially', 'from', 'the')",1
"('from', 'the', 's')",1
"('the', 's', 'as')",1
"('s', 'as', 'the')",1
"('as', 'the', 'south')",1
"('south', 'carolina', 'public')",1
"('carolina', 'public', 'service')",1
"('public', 'service', 'authority')",1
"('service', 'authority', 'is')",1
"('authority', 'is', 'south')",1
"('is', 'south', 'carolinas')",1
"('south', 'carolinas', 'stateowned')",1
"('carolinas', 'stateowned', 'electric')",1
"('stateowned', 'electric', 'and')",1
"('electric', 'and', 'water')",1
"('and', 'water', 'utility')",1
"('water', 'utility', 'that')",1
"('utility', 'that', 'came')",1
"('that', 'came', 'into')",1
"('came', 'into', 'being')",1
"('into', 'being', 'during')",1
"('being', 'during', 'the')",1
"('during', 'the', 'new')",1
"('the', 'new', 'deal')",1
"('new', 'deal', 'note')",1
"('deal', 'note', 'added')",1
"('new', 'mexico', 'office')",1
"('mexico', 'office', 'of')",1
"('save', 'water', 'nc')",1
"('water', 'nc', 'note')",1
"('florida', 'state', 'board')",1
"('board', 'of', 'administration')",1
"('of', 'administration', 'created')",1
"('administration', 'created', 'by')",1
"('the', 'florida', 'constitution')",1
"('florida', 'constitution', 'and')",1
"('constitution', 'and', 'is')",1
"('and', 'is', 'governed')",1
"('by', 'a', 'threemember')",1
"('a', 'threemember', 'board')",1
"('threemember', 'board', 'of')",1
"('board', 'of', 'trustees')",1
"('of', 'trustees', 'trustees')",1
"('trustees', 'trustees', 'comprised')",1
"('trustees', 'comprised', 'of')",1
"('comprised', 'of', 'the')",1
"('the', 'governor', 'as')",1
"('governor', 'as', 'chair')",1
"('as', 'chair', 'the')",1
"('chair', 'the', 'chief')",1
"('the', 'chief', 'financial')",1
"('chief', 'financial', 'officer')",1
"('financial', 'officer', 'and')",1
"('officer', 'and', 'the')",1
"('and', 'the', 'attorney')",1
"('washington', 'state', 'board')",1
"('community', 'and', 'technical')",1
"('and', 'technical', 'colleges')",1
"('technical', 'colleges', 'note')",1
"('colleges', 'note', 'added')",1
"('state', 'college', 'borough')",1
"('college', 'borough', 'water')",1
"('borough', 'water', 'authority')",1
"('water', 'authority', 'pa')",1
"('authority', 'pa', 'note')",1
"('pa', 'note', 'added')",1
"('sc', 'dept', 'of')",1
"('dept', 'of', 'commerce')",1
"('sc', 'judicial', 'courts')",1
"('judicial', 'courts', 'note')",1
"('sc', 'dmv', 'note')",1
"('dmv', 'note', 'added')",1
"('south', 'carolina', 'education')",1
"('south', 'carolina', 'emergency')",1
"('carolina', 'emergency', 'management')",1
"('emergency', 'management', 'division')",1
"('management', 'division', 'note')",1
"('sc', 'early', 'childhood')",1
"('early', 'childhood', 'education')",1
"('childhood', 'education', 'program')",1
"('education', 'program', 'note')",1
"('sc', 'gov', 'mansion')",1
"('gov', 'mansion', 'note')",1
"('mansion', 'note', 'added')",1
"('sc', 'govoners', 'school')",1
"('govoners', 'school', 'for')",1
"('school', 'for', 'science')",1
"('for', 'science', 'and')",1
"('science', 'and', 'math')",1
"('and', 'math', 'note')",1
"('math', 'note', 'added')",1
"('sc', 'national', 'guard')",1
"('the', 'state', 'council')",1
"('state', 'council', 'of')",1
"('council', 'of', 'higher')",1
"('higher', 'education', 'for')",1
"('education', 'for', 'virginia')",1
"('for', 'virginia', 'schev')",1
"('virginia', 'schev', 'makes')",1
"('schev', 'makes', 'higher')",1
"('makes', 'higher', 'education')",1
"('higher', 'education', 'public')",1
"('education', 'public', 'policy')",1
"('public', 'policy', 'recommendations')",1
"('policy', 'recommendations', 'to')",1
"('recommendations', 'to', 'the')",1
"('to', 'the', 'governor')",1
"('governor', 'and', 'general')",1
"('and', 'general', 'assembly')",1
"('general', 'assembly', 'in')",1
"('assembly', 'in', 'such')",1
"('in', 'such', 'areas')",1
"('such', 'areas', 'as')",1
"('areas', 'as', 'capital')",1
"('as', 'capital', 'and')",1
"('capital', 'and', 'operating')",1
"('and', 'operating', 'budget')",1
"('operating', 'budget', 'planning')",1
"('budget', 'planning', 'enrollment')",1
"('planning', 'enrollment', 'projections')",1
"('enrollment', 'projections', 'institutional')",1
"('projections', 'institutional', 'technology')",1
"('institutional', 'technology', 'needs')",1
"('technology', 'needs', 'and')",1
"('needs', 'and', 'student')",1
"('and', 'student', 'financial')",1
"('student', 'financial', 'aid')",1
"('financial', 'aid', 'note')",1
"('aid', 'note', 'added')",1
"('school', 'planning', 'section')",1
"('planning', 'section', 'north')",1
"('section', 'north', 'carolina')",1
"('south', 'carolina', 'epscoridea')",1
"('carolina', 'epscoridea', 'program')",1
"('epscoridea', 'program', 'cccr')",1
"('program', 'cccr', 'cobre')",1
"('cccr', 'cobre', 'and')",1
"('cobre', 'and', 'the')",1
"('and', 'the', 'usc')",1
"('the', 'usc', 'school')",1
"('usc', 'school', 'of')",1
"('school', 'of', 'medicine')",1
"('of', 'medicine', 'instrumentation')",1
"('medicine', 'instrumentation', 'resource')",1
"('instrumentation', 'resource', 'facility')",1
"('resource', 'facility', 'note')",1
"('facility', 'note', 'added')",1
"('sc', 'malpractice', 'patient')",1
"('malpractice', 'patient', 'compensation')",1
"('patient', 'compensation', 'fund')",1
"('compensation', 'fund', 'note')",1
"('south', 'carolina', 'school')",1
"('carolina', 'school', 'for')",1
"('deaf', 'and', 'blind')",1
"('and', 'blind', 'note')",1
"('south', 'carolina', 'statewide')",1
"('carolina', 'statewide', 'independent')",1
"('living', 'council', 'silc')",1
"('council', 'silc', 'note')",1
"('silc', 'note', 'added')",1
"('sc', 'sec', 'of')",1
"('sec', 'of', 'state')",1
"('south', 'carolina', 'higher')",1
"('carolina', 'higher', 'educationtuition')",1
"('higher', 'educationtuition', 'grants')",1
"('educationtuition', 'grants', 'commission')",1
"('grants', 'commission', 'note')",1
"('sc', 'state', 'election')",1
"('state', 'election', 'committee')",1
"('election', 'committee', 'note')",1
"('sc', 'vocab', 'rehab')",1
"('vocab', 'rehab', 'note')",1
"('rehab', 'note', 'added')",1
"('south', 'dakota', 'department')",1
"('dakota', 'department', 'of')",1
"('south', 'dakota', 'housing')",1
"('dakota', 'housing', 'development')",1
"('state', 'employees', 'association')",1
"('employees', 'association', 'of')",1
"('association', 'of', 'north')",1
"('seeking', 'michigan', 'the')",1
"('michigan', 'the', 'online')",1
"('the', 'online', 'platform')",1
"('online', 'platform', 'for')",1
"('platform', 'for', 'the')",1
"('for', 'the', 'httpmichigangovmhc')",1
"('the', 'httpmichigangovmhc', 'michigan')",1
"('httpmichigangovmhc', 'michigan', 'historical')",1
"('historical', 'center', 'it')",1
"('center', 'it', 'includes')",1
"('it', 'includes', 'httpwwwmichigangovarchivesofmi')",1
"('includes', 'httpwwwmichigangovarchivesofmi', 'archives')",1
"('httpwwwmichigangovarchivesofmi', 'archives', 'of')",1
"('of', 'michigan', 'research')",1
"('michigan', 'research', 'guides')",1
"('research', 'guides', 'and')",1
"('guides', 'and', 'indexes')",1
"('and', 'indexes', 'a')",1
"('indexes', 'a', 'blog')",1
"('a', 'blog', 'and')",1
"('blog', 'and', 'educator')",1
"('and', 'educator', 'resourcesndashall')",1
"('educator', 'resourcesndashall', 'from')",1
"('resourcesndashall', 'from', 'the')",1
"('from', 'the', 'michigan')",1
"('the', 'michigan', 'historical')",1
"('historical', 'center', 'and')",1
"('center', 'and', 'archives')",1
"('and', 'archives', 'of')",1
"('of', 'michigan', 'staff')",1
"('michigan', 'staff', 'note')",1
"('staff', 'note', 'added')",1
"('minnesota', 'senate', 'note')",1
"('senate', 'note', 'added')",1
"('authorized', 'service', 'website')",1
"('service', 'website', 'for')",1
"('website', 'for', 'the')",1
"('for', 'the', 'arizona')",1
"('the', 'arizona', 'department')",1
"('arizona', 'department', 'of')",1
"('of', 'transportation', 'motor')",1
"('transportation', 'motor', 'vehicle')",1
"('motor', 'vehicle', 'division')",1
"('vehicle', 'division', 'note')",1
"('mississippi', 'state', 'port')",1
"('port', 'authority', 'note')",1
"('carolina', 'state', 'health')",1
"('state', 'health', 'plan')",1
"('health', 'plan', 'for')",1
"('plan', 'for', 'teachers')",1
"('for', 'teachers', 'and')",1
"('state', 'employees', 'note')",1
"('employees', 'note', 'added')",1
"('sled', 'statewide', 'library')",1
"('statewide', 'library', 'electronic')",1
"('library', 'electronic', 'doorway')",1
"('electronic', 'doorway', 'note')",1
"('doorway', 'note', 'added')",1
"('state', 'laboratory', 'of')",1
"('laboratory', 'of', 'public')",1
"('public', 'health', 'nc')",1
"('science', 'museum', 'of')",1
"('museum', 'of', 'virginia')",1
"('of', 'virginia', 'located')",1
"('virginia', 'located', 'in')",1
"('located', 'in', 'richmond')",1
"('in', 'richmond', 'va')",1
"('richmond', 'va', 'note')",1
"('nc', 'secretary', 'of')",1
"('south', 'carolina', 'arts')",1
"('carolina', 'arts', 'commission')",1
"('south', 'carolina', 'historical')",1
"('carolina', 'historical', 'society')",1
"('pa', 'state', 'public')",1
"('state', 'public', 'school')",1
"('public', 'school', 'building')",1
"('school', 'building', 'authority')",1
"('building', 'authority', 'note')",1
"('river', 'basin', 'commission')",1
"('basin', 'commission', 'the')",1
"('commission', 'the', 'susquehanna')",1
"('the', 'susquehanna', 'river')",1
"('river', 'basin', 'compact')",1
"('basin', 'compact', 'was')",1
"('compact', 'was', 'signed')",1
"('was', 'signed', 'into')",1
"('signed', 'into', 'law')",1
"('into', 'law', 'on')",1
"('law', 'on', 'december')",1
"('on', 'december', 'the')",1
"('december', 'the', 'compact')",1
"('the', 'compact', 'as')",1
"('compact', 'as', 'adopted')",1
"('as', 'adopted', 'by')",1
"('adopted', 'by', 'the')",1
"('by', 'the', 'congress')",1
"('the', 'congress', 'of')",1
"('congress', 'of', 'the')",1
"('united', 'states', 'and')",1
"('states', 'and', 'the')",1
"('and', 'the', 'legislatures')",1
"('the', 'legislatures', 'of')",1
"('legislatures', 'of', 'new')",1
"('york', 'state', 'pennsylvania')",1
"('state', 'pennsylvania', 'and')",1
"('pennsylvania', 'and', 'maryland')",1
"('and', 'maryland', 'provides')",1
"('maryland', 'provides', 'the')",1
"('provides', 'the', 'mechanism')",1
"('the', 'mechanism', 'to')",1
"('mechanism', 'to', 'guide')",1
"('to', 'guide', 'the')",1
"('guide', 'the', 'conservation')",1
"('the', 'conservation', 'development')",1
"('conservation', 'development', 'and')",1
"('development', 'and', 'administration')",1
"('and', 'administration', 'of')",1
"('administration', 'of', 'the')",1
"('of', 'the', 'water')",1
"('the', 'water', 'resources')",1
"('water', 'resources', 'of')",1
"('of', 'the', 'vast')",1
"('the', 'vast', 'river')",1
"('vast', 'river', 'basin')",1
"('river', 'basin', 'note')",1
"('basin', 'note', 'added')",1
"('start', 'squad', 'kids')",1
"('squad', 'kids', 'portal')",1
"('kids', 'portal', 'to')",1
"('portal', 'to', 'the')",1
"('to', 'the', 'state')",1
"('north', 'carolinas', 'justuswarren')",1
"('carolinas', 'justuswarren', 'heart')",1
"('justuswarren', 'heart', 'disease')",1
"('heart', 'disease', 'and')",1
"('disease', 'and', 'stroke')",1
"('and', 'stroke', 'prevention')",1
"('stroke', 'prevention', 'task')",1
"('task', 'force', 'note')",1
"('stateakus', 'pattern', 'to')",1
"('to', 'include', 'alaska')",1
"('include', 'alaska', 'state')",1
"('alaska', 'state', 'agencies')",1
"('those', 'at', 'httpswwwgooglecomqsitestateakus')",1
"('at', 'httpswwwgooglecomqsitestateakus', 'note')",1
"('httpswwwgooglecomqsitestateakus', 'note', 'added')",1
"('statealus', 'pattern', 'to')",1
"('to', 'include', 'alabama')",1
"('include', 'alabama', 'state')",1
"('alabama', 'state', 'agencies')",1
"('those', 'at', 'httpswwwgooglecomqsitestatealus')",1
"('at', 'httpswwwgooglecomqsitestatealus', 'note')",1
"('httpswwwgooglecomqsitestatealus', 'note', 'added')",1
"('statearus', 'pattern', 'for')",1
"('pattern', 'for', 'state')",1
"('state', 'of', 'arkansas')",1
"('of', 'arkansas', 'agencies')",1
"('arkansas', 'agencies', 'note')",1
"('stateazus', 'pattern', 'to')",1
"('to', 'include', 'arizona')",1
"('include', 'arizona', 'state')",1
"('arizona', 'state', 'agencies')",1
"('those', 'at', 'httpswwwgooglecomqsitestateazus')",1
"('at', 'httpswwwgooglecomqsitestateazus', 'note')",1
"('httpswwwgooglecomqsitestateazus', 'note', 'added')",1
"('statecaus', 'pattern', 'to')",1
"('to', 'include', 'california')",1
"('include', 'california', 'state')",1
"('california', 'state', 'agencies')",1
"('those', 'at', 'httpswwwgooglecomqsitestatecaus')",1
"('at', 'httpswwwgooglecomqsitestatecaus', 'note')",1
"('httpswwwgooglecomqsitestatecaus', 'note', 'added')",1
"('included', 'to', 'find')",1
"('to', 'find', 'statecous')",1
"('find', 'statecous', 'pattern')",1
"('statecous', 'pattern', 'to')",1
"('pattern', 'to', 'find')",1
"('find', 'state', 'websites')",1
"('state', 'websites', 'such')",1
"('websites', 'such', 'as')",1
"('such', 'as', 'httpswwwgooglecomsearchqsiteastatecous')",1
"('as', 'httpswwwgooglecomsearchqsiteastatecous', 'note')",1
"('httpswwwgooglecomsearchqsiteastatecous', 'note', 'added')",1
"('stateflus', 'pattern', 'to')",1
